cascade_id,video_url,label,event_title,french,spanish,russian,arabic
r76,https://www.youtube.com/watch?v=eu4DlwE0Bu8,real,Love Parade 2010 - In the middle of chaos,Love Parade 2010 - au milieu du chaos,Love Parade 2010 - en medio del caos,Love Parade 2010 - в середине хаоса,الحب موكب 2010 - في منتصف الفوضى
r77,https://www.youtube.com/watch?v=SRkdwrmzYXg,real,Crowd panic and stampede at a rave party in Los Angeles,la foule panique et bousculade lors d'une fête rave à Los Angeles,desplazar el pánico y la estampida en una fiesta rave en Los Ángeles,толпятся панику и давку на рейв-вечеринке в Лос-Анджелесе,حشد الذعر والتدافع في حفل راقص في لوس انجليس
r78,https://www.youtube.com/watch?v=PrZ56-47TWg,real,Indianapolis stage collapse compiled State Fire radio audio,indianapolis effondrement de la scène état compilé audio radio feu,colapso etapa Indianápolis estado compilado de audio de radio fuego,Indianapolis стадии коллапса скомпилирован государственного пожарного радио аудио,انديانابوليس مرحلة انهيار الدولة جمعت الصوت راديو النار
r79,https://www.youtube.com/watch?v=g7FXeaahRsg,real,Fire at Bangkok Nightclub - New Year's Eve,feu à la discothèque bangkok - nouvelle année réveillon,incendio en club nocturno de Bangkok - Fin de Año,Пожар в ночном клубе Бангкока - канун нового года,حريق في ملهى ليلي بانكوك - عشية العام الجديد
r80,https://www.youtube.com/watch?v=ASdN8JCdMY4,real,tianjin explosion broken window,explosion Tianjin fenêtre cassée,Tianjin explosión ventana rota,тяньцзинь взрыв разбитое окно,نافذة انفجار كسر تيانجين
r81,https://www.youtube.com/watch?v=94N9MLRulX8,real,Russian Truck Gas Explosion - Cylinders with Gas Accident,explosion de gaz russe camion - cylindres avec accident de gaz,explosión de gas ruso camión - cilindros de gas con accidente,взрыв газа России грузовик - баллоны с газом аварии,شاحنة الروسية انفجار الغاز - اسطوانات الغاز مع حادث
r82,https://www.facebook.com/BestBoats24.net/videos/547289088653236/,real,Horrible Porsche Accident On Greek National Road With George Vakakis,terrible accident de porsche sur la route nationale grecque avec george Vakakis,Porsche accidente horrible en la carretera nacional griego con George Vakakis,ужасный порш авария на греческой национальной дороге с Георгием vakakis,حادث مروع بورش على الطريق الوطنية اليونانية مع جورج vakakis
r83,https://www.youtube.com/watch?v=mHxPpgAzd3Y,real,Orcas scare diver from water,then pursue dog towa,plongeur peur Orcas de l'eau,puis poursuivre chien Towa,orcas susto buzo de agua,luego proseguir Towa perro,косатки испуг дайвер из воды,а затем преследовать собаку Towa,دلافين أوكرا تخويف الغواص من الماء، ثم متابعة الكلب تووا
r84,https://www.youtube.com/watch?v=tmhzte6N9nM,real,Woman Climbs Over Tiger's Fence at The Zoo To Get Her Hat Back,femme grimpe sur la clôture de tigre au zoo pour obtenir son chapeau en arrière,mujer sube sobre la cerca de tigre en un zoológico para obtener su sombrero hacia atrás,женщина поднимается над забором тигра в зоопарке,чтобы получить ее шляпу,امرأة يصعد فوق سياج النمر في حديقة الحيوان للحصول على قبعة ظهرها
r85,https://www.youtube.com/watch?v=RXn1g0xtUMk,real,Tiger Gets Loose On A Doha Freeway In Qatar,tigre se détache sur une autoroute doha qatar,tigre se suelta en una autopista de Doha,en Qatar,тигр становится свободным на шоссе ДОХИ в Катароме,نمر يحصل فضفاض على الطريق السريع الدوحة في قطر
r86,https://www.youtube.com/watch?v=AovFfdcy28E,real,Giant Gator Walks Across Florida Golf Course,Gator géant promenades à travers parcours de golf en Floride,caimán gigante camina por el campo de golf de Florida,гигантский аллигатор прогулки по Флориде поле для гольфа,التمساح العملاق يمشي عبر ملعب الغولف في فلوريدا
r87,https://www.youtube.com/watch?v=4mD1qG0c1dE,real,Sydney hail storm - golf balls falling from the sky,tempête de grêle sydney - balles de golf qui tombe du ciel,Sydney tormenta de granizo - pelotas de golf que cae del cielo,Сиднейский шторм с градом - мячи для гольфа,падающие с неба,سيدني البرد العاصفة - كرات الغولف يسقط من السماء
r88,https://www.youtube.com/watch?v=gfd8XjWptA0,real,Whale Fish washed on the Juhu Beach Shore Mumbai INDIA,poisson baleine lavé sur la plage de Juhu rivage mumbai Inde,peces ballena lavado en la playa juhu india orilla Mumbai,кит рыбы промывают на пляже Джухи берега Мумбаев Индии,الأسماك الحيتان غسلها على الشاطئ جوهو شاطئ مومباي الهند
r89,https://www.youtube.com/watch?v=ekmMD8oYtJ0,real,30 Dolphins stranding and incredibly saved,30 dauphins échouage et incroyablement sauvé,30 delfines varados e increíblemente salvado,30 дельфинов на мель и невероятно спасены,30 الدلافين تقطع السبل وحفظها بشكل لا يصدق
r90,https://www.youtube.com/watch?v=rbE53XUtVw0,real,30 Dolphins stranding and incredibly saved,30 dauphins échouage et incroyablement sauvé,30 delfines varados e increíblemente salvado,30 дельфинов на мель и невероятно спасены,30 الدلافين تقطع السبل وحفظها بشكل لا يصدق
r91,https://www.youtube.com/watch?v=GbWHwAH4Wyc,real,bear sits next to guy,ours est assis à côté de gars,peluche se sienta junto al chico,медведь сидит рядом с парнем,الدب يجلس بجانب الرجل
r92,https://www.youtube.com/watch?v=nfPoaOIKJi0,real,Boston Marathon Bombing Scene From Inside Marathon Sports Store,boston scène de bombardement marathon de l'intérieur magasin de sport marathon,Boston escena maratón bombardeo desde el interior de tienda de deportes de maratón,Бостонский марафон бомбардировка сцена из внутри марафон спортивного магазина,بوسطن مشهد تفجير الماراثون من داخل مخزن الماراثون الرياضي
r93,https://www.youtube.com/watch?v=046MuD1pYJg,real,Boston Marathon Bombing Scene From Inside Marathon Sports Store,boston scène de bombardement marathon de l'intérieur magasin de sport marathon,Boston escena maratón bombardeo desde el interior de tienda de deportes de maratón,Бостонский марафон бомбардировка сцена из внутри марафон спортивного магазина,بوسطن مشهد تفجير الماراثون من داخل مخزن الماراثون الرياضي
r94,https://www.youtube.com/watch?v=HqaGJ50Cz7o,real,Video Of Tsarnaev Brothers Around Boylston Street On Day Of Boston Marathon Bombing,vidéo des frères Tsarnaev dans la rue Boylston le jour du bombardement marathon de Boston,video de hermanos Tsarnaev alrededor de la calle Boylston en el día de la maratón de Boston bombardeo,видео братьев Царнаев вокруг BoylSton улицы на день марафона бомбардировки бостон,فيديو من الإخوة tsarnaev حول شارع بويلستون في يوم من تفجير ماراثون بوسطن
r95,https://www.facebook.com/170520334564/videos/10101373686098937/,real,Video Of Tsarnaev Brothers Around Boylston Street On Day Of Boston Marathon Bombing,vidéo des frères Tsarnaev dans la rue Boylston le jour du bombardement marathon de Boston,video de hermanos Tsarnaev alrededor de la calle Boylston en el día de la maratón de Boston bombardeo,видео братьев Царнаев вокруг BoylSton улицы на день марафона бомбардировки бостон,فيديو من الإخوة tsarnaev حول شارع بويلستون في يوم من تفجير ماراثون بوسطن
r96,https://www.youtube.com/watch?v=271mWThTjd8,real,Boston Marathon Explosions,explosions marathon de Boston,explosiones maratón de Boston,Бостонский марафон взрывов,تفجيرات ماراثون بوسطن
r97,https://www.youtube.com/watch?v=qzem7myNcCY,real,Boston Marathon 2013 Explosion,boston marathon 2013 explosion,Maratón de Boston 2013 explosión,Бостонский марафон 2013 взрыв,ماراثون بوسطن 2013 انفجار
r98,https://www.youtube.com/watch?v=qqHwCzGPhC0,real,Mecca Live Crane Crash Accident in Masjid Al Haram,haut lieu de l'accident en direct accident de grue à Masjid al haram,meca viven accidente accidente de grúa en Masjid al Haram,Мекка жить кран аварии аварии в Масджид аль-Харам,مكة المكرمة تعيش رافعة حادث تحطم في المسجد الحرام
r99,https://www.youtube.com/watch?v=3aKz2wcpeQo,real,Saudi Arabia 12 september 2015 Crane Accident Makka and warning on Sandstorm . .,saudi arabia 12 septembre 2015 accident de grue Makka et avertissement sur tempête de sable. .,Arabia Saudita 12 september el año 2015 accidente con una grúa y makka advertencia en tormenta de arena. .,Саудовская Аравия 12 сентября 2015 крана авария Макки и предупреждение на песчаном. ,,السعودية جزيره العرب 12 سبتمبر 2015 رافعة حادث مكة وتحذير على رملية. .
r100,https://www.facebook.com/KOAA/videos/10153557201923939/,real,Indian Student Jumps Into Tiger Enclosure And Survives,étudiant indien saute dans l'enceinte de tigre et survive,estudiante indio salta al recinto de tigre y sobrevive,Индийский студент прыгает в корпус тигра и выживает,يقفز الطالب الهندي في العلبة النمر وعلى قيد الحياة
r101,https://www.youtube.com/watch?v=EtsrIpeMIkE,real,Two year old miraculously saves twin brother,de deux ans sauve miraculeusement frère jumeau,niño de dos años salva milagrosamente hermano gemelo,два года чудесным образом спасает брат-близнец,اثنين من عمره بأعجوبة ينقذ شقيقه التوأم
r102,https://www.youtube.com/watch?v=qeukyfbtmVw,real,Two year old miraculously saves twin brother,de deux ans sauve miraculeusement frère jumeau,niño de dos años salva milagrosamente hermano gemelo,два года чудесным образом спасает брат-близнец,اثنين من عمره بأعجوبة ينقذ شقيقه التوأم
r103,https://www.youtube.com/watch?v=6IuFoxpPNAM,real,TransAsia Plane Close Call With Road,avion TransAsia appel étroit avec la route,avión de TransAsia llamada cercana con la carretera,Transasia самолет волосок с дорогой,طائرة ترانس دعوة وثيقة مع الطريق
r104,https://www.youtube.com/watch?v=gfqmA8FCEyU,real,25 wild dogs against a cyclist,25 chiens sauvages contre un cycliste,25 perros salvajes contra un ciclista,25 диких собак против велосипедиста,25 الكلاب البرية ضد الدراج
r105,https://www.youtube.com/watch?v=_PSctJPU0ss,real,A woman commits suicide by jumping off a hotel,une femme se suicide en sautant d'un hôtel,una mujer se suicida saltando de un hotel,женщина совершает самоубийство,спрыгнув отель,امرأة تنتحر بالقفز فندق
r106,https://www.youtube.com/watch?v=Bxy3-v7hsXE,real,A woman commits suicide by jumping off a hotel,une femme se suicide en sautant d'un hôtel,una mujer se suicida saltando de un hotel,женщина совершает самоубийство,спрыгнув отель,امرأة تنتحر بالقفز فندق
r107,https://www.youtube.com/watch?v=MbGcExkci08,real,Sweden: Crowds flee Stockholm truck attack,Suède: La foule attaque camion fuient Stockholm,Suecia: Una multitud huyen ataque camión de Estocolmo,Швеция: Толпы бежать Стокгольмский грузовик нападения,السويد: حشود يفرون من هجوم بشاحنة ستوكهولم
r108,https://www.youtube.com/watch?v=Hu-jDPctDn0,real,Sweden: Crowds flee Stockholm truck attack,sweden: foules fuient stockholm attaque camion,Suecia: multitudes huyen ataque camión de Estocolmo,швеция: толпы бегут СТОКГОЛЬМ грузовик нападения,السويد: حشود يفرون من هجوم بشاحنة ستوكهولم
r109,https://www.youtube.com/watch?v=4sRH85Pom7Y,real,bear on a motorcycle,porter sur une moto,soportar en una motocicleta,нести на мотоцикле,تحمل على دراجة نارية
r110,https://www.youtube.com/watch?v=8GtnS_cdSNs,real,Pope Francis hits head in popemobile in Cartagena,Francis frappe le pape en tête papamobile à Cartagena,Francisco golpea la cabeza en papamóvil en Cartagena,Франциск бьет головой в папамобиле в Картахене,البابا فرانسيس يضرب رأسه في popemobile في قرطاجنة
r111,https://www.youtube.com/watch?v=D2Y2pU-_u4U,real,Manila casino attacker as he enters casino and sets it on fire,Manille attaquant de casino comme il entre dans le casino et il met le feu,Manila atacante del casino mientras entra casino y prende fuego,Атакующий казино Манила,как он входит в казино и устанавливает его на огне,مانيلا المهاجم كازينو لأنه يدخل كازينو ويضع على النار
r112,https://www.youtube.com/watch?v=k-mAM55fxsA,real,Crazy Libyan pilot performs extremely low fly over,Fou pilote libyen effectue extrêmement bas voler au-dessus,piloto de Libia loca realiza extremadamente baja sobrevolar,Сумасшедший ливийский пилот выполняет чрезвычайно низким перелететь,الطيار الليبي مجنون يؤدي منخفضة للغاية التحليق فوق
r113,https://www.youtube.com/watch?v=ofCZNgnPtqU,real,Amjad Sabri Death,Amjad Sabri mort,La muerte Amjad Sabri,Amjad Сабри Death,أمجد صبري الموت
r114,https://www.youtube.com/watch?v=SLMa5-n2OVc,real,Litle girl 5 years playing with 14 german shepherds.,fille Litle 5 ans jouer avec 14 bergers allemands.,La muchacha de Litle 5 años jugando con 14 pastores alemanes.,Litle девушка 5 лет,играя с 14 немецкими овчарками.,فتاة ايتل 5 سنوات يلعب مع 14 الرعاة الألمانية.
r115,https://www.youtube.com/watch?v=KJ3xykygNJ4,real,Grizzly Bear Charge in Jasper,Grizzly Charge d'ours à Jasper,Grizzly Oso de carga en Jasper,Grizzly Bear Charge в Jasper,الدب المسؤول في جاسبر
r116,https://www.youtube.com/watch?v=Y7bBoKkvLWY,real,Insane Anti-Trump Protesters Admit They're Paid by Soros Threaten FEMA Camps,Insane manifestants anti-Trump Admettez Ils sont payés par Soros FEMA Camps menacer,Dementes manifestantes anti-Trump admiten que se les paga por Soros amenazar Campos del FEMA,Безумные Протестующие против Trump Признайтесь Они Оплачивается Сороса FEMA лагеря угрожать,مجنون المحتجين المناهضين للترامب أعترف انهم يتحملها سوروس تهدد المخيمات FEMA
r117,https://www.youtube.com/watch?v=2w3KeAuOQxI,real,LONDON Second Tube terror as knifeman screaming slashes mans throat,LONDON Deuxième terreur Tube comme en hurlant la gorge mans barres obliques homme au couteau,LONDRES segundo tubo terror como gritos hombre del cuchillo corta la garganta Mans,LONDON Второй Tube террор крика слэши убийца,действующий ножом горло Ман,LONDON الثانية الإرهاب أنبوب كما يصرخ knifeman مائلة الحلق مان
r118,https://www.facebook.com/cgtnamerica/videos/1328826410545961/,real,Catalonia Independence Referendum spanish "democracy" clashes police brutality,Référendum Catalogne Indépendance espagnol affrontements « démocratie » la brutalité policière,Cataluña Independencia Referéndum español enfrentamientos "democracia" brutalidad policial,Референдум Каталония Независимости испанского «демократия» столкновение жестокость полиции,كاتالونيا الاستقلال استفتاء الأسبانية اشتباكات "الديمقراطية" وحشية الشرطة
r119,https://www.youtube.com/watch?v=qOGWQPI9aP4,real,Explosion at Ariana Grande concert at Manchester Arena,Explosion à Ariana Grande concert à Manchester Arena,Explosión en el concierto Ariana Grande en el Manchester Arena,Взрыв на Ariana Grande концерт в Манчестере Arena,انفجار في حفل أريانا غراندي في مانشستر الساحة
r120,https://www.youtube.com/watch?v=rEg6oeazTNY,real,Walnut Creek diamond thief,voleur de diamants Walnut Creek,Walnut Creek ladrón de diamantes,Walnut Creek алмазный вор,الجوز كريك اللص الماس
r121,https://www.youtube.com/watch?v=4nuzUOuYEjs,real,Real Dog Meets Boston Dynamics Robot Dog for First Time,Vrai chien rencontre Dog Robot Boston Dynamics pour première fois,Perro real se reúne Boston Dynamics perro robot de primera vez,Real Dog Meets Boston Dynamics робот собака в первый раз,الكلب الحقيقي يلتقي بوسطن ديناميكس روبوت الكلب للمرة الأولى
r122,https://www.youtube.com/watch?v=2UnzZX5w6OQ,real,bigwaves,Grandes vagues,grandes olas,большие волны,bigwaves
r123,https://www.youtube.com/watch?v=9ECb-yH2DBo,real,A woman tries to scale the gates of Buckingham palace as a crowd applauds.,Une femme tente d'escalader les portes du palais de Buckingham comme une foule applaudit.,Una mujer trata de escalar las puertas del palacio de Buckingham como una multitud aplaude.,Женщина пытается масштабировать ворота Букингемского дворца,как толпа аплодирует.,تحاول امرأة لتوسيع نطاق بوابات قصر باكنغهام كما يصفق حشد من الناس.
r124,https://www.youtube.com/watch?v=-79oB38Jhjk,real,kidnapping victim's escape in Chilton County,L'évasion de la victime de l'enlèvement dans le comté de Chilton,de escape del secuestro de las víctimas en el condado de Chilton,побег ПОХИЩЕНИЕ жертвы в графстве Чилтон,الهروب خطف الضحية في مقاطعة شيلتون
r125,https://www.youtube.com/watch?v=V5AN0jRzPMI,real,Pearson Brothers Winery films 15 ft white shark in 3 ft of water,Pearson Brothers films Producteur 15 pi requin blanc dans 3 pi d'eau,películas Pearson Hermanos Bodega tiburón de 15 pies blanco en 3 pies de agua,Pearson Brothers Winery фильмы 15 футов белой акулы в 3 фута воды,الأفلام بيرسون براذرز مخمرة القرش 15 قدم الأبيض في 3 أقدام من الماء
r126,https://www.youtube.com/watch?v=9KBCzQmKj70,real,Bear on the Bikepark,Gardez le Bikepark,Influir en el Bikepark,Медведь на Bikepark,تحمل على Bikepark
r127,https://www.youtube.com/watch?v=nLKovcqeMbQ,real,Megamouth shark in Komodo,requin grande gueule dans Komodo,tiburón de boca ancha de Komodo,Пелагическая большеротая акула в Комодо,قرش عظيم الفم في كومودو
r128,https://www.facebook.com/MakeAmericaMexicoAgain/videos/1513325712044610/,real,Central Barcelona in total gridlock as thousands rally after Catalonia referendum,Le centre de Barcelone dans une impasse totale des milliers rallye après référendum Catalogne,Barcelona Central en una paralización total en miles de rally tras Cataluña referéndum,Центр Барселона в общем заторе,как тысячи ралли после Catalonia референдума,برشلونة الوسطى في مجموع الجمود كما الآلاف مسيرة بعد استفتاء كاتالونيا
r129,https://www.youtube.com/watch?v=glCVH7v8uVs,real,Catalan firefighters stand between Spanish police and voters,les pompiers catalans se dressent entre la police espagnole et les électeurs,bomberos catalanes destacan entre la policía y los votantes españoles,Каталонские пожарники стоять между испанской полицией и избирателями,رجال الاطفاء الكاتالونية تقف بين الشرطة والناخبين الاسبانية
r130,https://www.youtube.com/watch?v=4rBezl64SNo,real,Massive drills of Strategic Missile Forces begin in Russia,exercices massives des forces de missiles stratégiques commencent en Russie,ejercicios masivos de las fuerzas estratégicas de misiles comienzan en Rusia,Массивные учения РВСН начинаются в России,تدريبات واسعة النطاق للقوات الصواريخ الاستراتيجية تبدأ في روسيا
r131,https://www.youtube.com/watch?v=yKuLpc4GP1o,real,Toronto: Muslims attack and beat Christian preacher,Toronto: les musulmans attaque et battre prédicateur chrétien,Toronto: musulmanes atacar y vencer a predicador cristiano,Торонто: мусульмане нападают и бьют христианский проповедник,تورونتو: المسلمون مهاجمة وفاز الواعظ المسيحي
r132,https://www.facebook.com/WRALTV/videos/10154906056012178/,real,Children saved from pond after struggling for two minutes in water,Les enfants sauvés de l'étang après avoir lutté pendant deux minutes dans l'eau,Los niños salvados del estanque después de luchar durante dos minutos en agua,Дети спасли от пруда после борьбы в течение двух минут в воде,الأطفال حفظها من البركة بعد تكافح من أجل الماء في دقيقتين
r133,https://www.youtube.com/watch?v=xNJxDWX-qes,real,Humpback Whale Breaches Surface,Baleine à bosse surface Violations,Ballena jorobada viola Superficie,Горбатый кит Разрывы поверхности,الحوت الأحدب انتهاكات السطحية
r134,https://www.youtube.com/watch?v=lda3gBc3S1A,real,Mountain Lion (cougar,puma) - High Sierra Trail,CA,Mountain Lion (couguar,pumas) - High Sierra Trail,Californie,León de montaña (puma) - High Sierra Trail,CA,Mountain Lion (пума,пума) - High Sierra Trail,CA,اسد الجبل (كوغار، بوما) - ارتفاع سييرا تريل، CA
r135,https://www.facebook.com/taeshotit/videos/485107975159174/,real,Grenfell Tower on fire 1 hour in,Grenfell Tour sur le feu 1 heure dans,Torre Grenfell en el fuego 1 hora,Grenfell башня в огне 1 час в,برج جرينفيل على النار 1 ساعة في
r136,https://www.youtube.com/watch?v=U0I25KZPgsQ,real,Black state attorney pulled over for unclear reason,procureur de l'État noir tiré sur la raison peu claire,abogado del estado negro detenido por razón clara,Черный прокурор штата натягивается по неясным причинам,سحب سوداء محامي الدولة على لسبب غير واضح
r137,https://www.youtube.com/watch?v=uK76aZ4vku0,real,German pensioners 'attacked by migrants after defending young woman',les retraités allemands « attaqués par les migrants après avoir défendu jeune femme »,pensionistas alemanes atacados por los migrantes después de defender mujer joven ',Немецкие пенсионеры «нападали мигранты после защиты молодой женщины»,المتقاعدين الألمان لهجوم من قبل المهاجرين بعد الدفاع عن امرأة شابة "
r138,https://www.youtube.com/watch?v=XTOEXAGB4UY,real,MH17 Crash Aftermath,MH17 crash Aftermath,MH17 Crash Consecuencias,MH17 Краш Aftermath,MH17 تحطم أعقاب
r139,https://www.youtube.com/watch?v=Gvtie5mdz9I,real,British woman bargaining and shoot the Nepalese woman without permission,femme britannique négociation et tirer la femme népalaise sans autorisation,negociación mujer británica y disparar a la mujer sin el permiso de Nepal,Британская женщина переговоров и снимать непальского женщину без разрешения,المساومة امرأة بريطانية واطلاق النار على امرأة نيبالية من دون إذن
r140,https://www.youtube.com/watch?v=PUqtu1kIfKU,real,$200,000 selfie: Domino disaster sees woman demolish art installation,$ 200 000 selfie: catastrophe Domino voit femme démolissent installation d'art,$ 200.000 autofoto: desastre Domino ve Mujer demoler instalación de arte,$ 200 000 селе: Domino бедствие видит женщину снести установку искусства,$ 200،000 صورة شخصية: ترى كارثة دومينو امرأة بهدم تركيب الفن
r141,https://www.youtube.com/watch?v=cv0hHeEHlbo,real,Bush and Obama get the giggles behind Clinton’s back,Bush et Obama se fou rire dans le dos de Clinton,Bush y Obama obtienen las risitas detrás de la espalda de Clinton,Буш и Обама получить хихиканье за ​​спиной Клинтон,بوش وأوباما الحصول على الضحك وراء ظهره كلينتون
r142,https://www.youtube.com/watch?v=MxCVbISr21U,real,First Lady Melania Trump and Sara Netanyahu stroll through the Rose Garden at the White House,Première Dame Melania Trump et Sara Netanyahou se promener dans le jardin Rose à la Maison Blanche,Primera Dama Melania Trump y Sara Netanyahu pasear por el Jardín de las Rosas de la Casa Blanca,Первая леди Мелания Трамп и Сара Нетаньяху прогуляйтесь Розарии в Белом доме,السيدة الأولى ميلانيا ترامب وسارة نتنياهو خلال نزهة في حديقة الورود في البيت الابيض
r143,https://www.youtube.com/watch?v=O0FI4bfhb7k,real,Goat breaks into Argonics' Colorado office,pauses de chèvre dans le bureau Colorado Argonics,roturas de cabra en la oficina de Colorado Argonics',Козы врывается в Колорадо офис Argonics',فواصل الماعز في مكتب كولورادو Argonics "
r144,https://www.youtube.com/watch?v=919ip9_urEo,real,Michael Moore Speech at Anti Trump NYC Protest,Michael Moore Discours à manifestation anti Trump NYC,Michael Moore habla en Anti Trump NYC protesta,Майкл Мур Выступление на анти Trump Нью-Йорке протестуют,مايكل مور خطاب في مكافحة ترامب NYC الاحتجاج
r145,https://www.youtube.com/watch?v=5RBcIPuKDUc,real,Sinead O'Connor posting alarming suicidal,Sinead O'Connor affichage suicidaire alarmant,Sinead O'Connor publicar suicida alarmante,Sinead O'Connor размещение тревожных суицидальный,السنيد أوكونور نشر الانتحار ينذر بالخطر
r146,https://www.youtube.com/watch?v=Y1gA5aNLznM,real,Adele Medley Ronan Scolard and Glenn Murphy Live in Dublin,Adele Medley Ronan Scolard et Glenn Murphy Live in Dublin,Adele Medley Ronan Scolard y Glenn Murphy Live in Dublin,Адель Medley Ронан Scolard и Гленн Мерфи Живите в Дублине,أديل ميدلي رونان Scolard وجلين ميرفي يعيش في دبلن
r147,https://www.youtube.com/watch?v=CEEx9rSDQ2w,real,Ka-52 helicopter accidentally fires two S-8 rockets at reporters during Zapad 2017,hélicoptère Ka-52 se déclenche accidentellement deux S-8 roquettes sur les journalistes pendant Zapad 2017,Ka-52 helicóptero dispara accidentalmente dos S-8 cohetes contra periodistas durante Zapad 2017,Вертолет Ка-52 случайно стреляет два S-8 ракет на журналистов во время Zapad 2017 года,مروحية كا 52 حرائق عن طريق الخطأ اثنين S-8 صواريخ على صحفيين خلال زاباد 2017
r148,https://www.youtube.com/watch?v=Fl4QY5Cqtxc,real,Dominican man dies drinking bottle of tequila at nightclub,Dominicain meurt Gourde de tequila à la discothèque,hombre muere Dominicana botella de la bebida del tequila en el club nocturno,Доминиканский человек умирает питьевую бутылку текилы в ночном клубе,الدومينيكان رجل يموت شرب زجاجة من تكيلا في ملهى ليلي
r149,https://www.youtube.com/watch?v=jmjya46Cm6s,real,Omran Daqneesh saved after an airstrike near Aleppo in Syria,Omran Daqneesh sauvé après un raid aérien près d'Alep en Syrie,Omran Daqneesh guarda después de un ataque aéreo cerca de Alepo en Siria,Омран Daqneesh спас после авиаудара близ Алеппо в Сирии,حفظ عمران Daqneesh بعد غارة جوية قرب حلب في سوريا
r150,https://www.youtube.com/watch?v=ihQ1-LQOkns,real,Bullfighter Arturo Marcias is gored in the neck during fight,Torero Arturo Marcias est encorné dans le cou pendant combat,Torero Arturo Marcias se corneado en el cuello durante la lucha,Тореадор Артуро Marcias является боднул в шее во время боя,ونطح مصارع الثيران ارتورو Marcias في الرقبة أثناء الحرب
r151,https://www.youtube.com/watch?v=MYZd8Rpzt9c,real,Arrest of University Hospital nurse Alex Wubbels,Arrestation d'infirmière de l'hôpital de l'Université Alex Wubbels,Detención de la enfermera del Hospital Universitario Alex Wubbels,Задержание университетской больницы медсестра Алекс Wubbels,اعتقال مستشفى جامعة ممرضة أليكس Wubbels
r152,https://www.youtube.com/watch?v=QXLge_iRblk,real,French mounted police arrest motorcycle passenger,maréchaussée française passagers de moto d'arrêt,pasajeros de motocicletas detención por la policía montada francés,Французский конная полиция арест мотоцикл пассажира,الفرنسية شنت الشرطة القبض دراجة نارية الركاب
r153,https://www.youtube.com/watch?v=3ZRxXcE9mmQ,real,Sharks feeding at Fingal Bay,Requins alimentation à Fingal Bay,Los tiburones se alimentan en Fingal Bay,Акулы кормления в Фингал Бэй,أسماك القرش تتغذى على فينجال خليج
r154,https://www.youtube.com/watch?v=fmrxFcTTv-c,real,Drunk patient beat up doctors,Ivre du patient battu médecins,paciente borracho golpeó a los médicos,Пьяный пациент избил врача,ضرب المريض في حالة سكر حتى الأطباء
r155,https://www.youtube.com/watch?v=iX0Qvk7YbnU,real,Grain Bin Collapse and Grain Dust Explosion,Grain Bin Collapse et grain de poussière Explosion,Bin grano colapso y explosión de polvo de grano,Зерно бен коллапс и зерновая пыль Взрыв,الحبوب بن انهيار وانفجار الحبوب الغبار
r156,https://www.youtube.com/watch?v=yxRGm3ymVAk,real,Man Runs Over Abolish KKKolumbus Day protesters,Man Runs Abolir Plus de manifestants KKKolumbus jour,El hombre corre sobre la abolición de manifestantes Día KKKolumbus,Человек подбегает Упразднить день KKKolumbus протестующих,رجل يدير إلغاء أكثر من المتظاهرين يوم KKKolumbus
r157,https://www.youtube.com/watch?v=YQRVvpytYic,real,Louvre attack: Mass evacuation following suspected terrorist attack,attaque Louvre: évacuation de masse suite à l'attaque terroriste présumé,ataque de la lumbrera: evacuación masiva siguiente se sospecha ataque terrorista,Louvre атака: массовая эвакуация следующих подозреваемых теракта,هجوم اللوفر: إجلاء جماعي بعد هجوم إرهابي مشتبه بهم
r158,https://www.youtube.com/watch?v=jH53_XjO_6E,real,Baby Whale Shark Dubai Marina,Bébé requin baleine Dubai Marina,Tiburón ballena bebé Dubai Marina,Детский Whale Shark Dubai Marina,الطفل الحوت القرش دبي مارينا
r159,https://www.facebook.com/AllGoalsOfficial/videos/1034051783285640/,real,Police brutality on Catalonia Independence Referendum,La brutalité policière sur le référendum de l'indépendance Catalogne,La brutalidad policial en Cataluña Independencia Referéndum,Жестокость полиции на референдуме Catalonia независимости,وحشية الشرطة في استفتاء الاستقلال كاتالونيا
r160,https://www.facebook.com/TELEGRAPH.CO.UK/videos/10153246571324749/,real,Terrorist attack in Paris Bomb Explosion⁄Shooting 150 died France Germany,Attentat terroriste à Paris bombe Explosion/Shooting 150 est mort France Allemagne,ataque terrorista en París bomba Explosion/Shooting 150 murió Francia Alemania,Теракт в Париже Bomb Explosion/Shooting 150 умер Франция Германия,هجوم إرهابي في باريس قنبلة Explosion/Shooting 150 توفي فرنسا ألمانيا
r161,https://www.youtube.com/watch?v=D0K3nJdymyY,real,an arctic wolf is acting friendly in canada,un loup arctique agit amicale au Canada,Un lobo ártico está actuando amistoso en Canadá,арктический волк действует человек в канаде,الذئب القطب الشمالي يتصرف ودية في كندا
r162,https://www.youtube.com/watch?v=zDeUzatoUhs,real,Anti Whites Attack Swedes in Stockholm,Anti Blancs Attaque Suédois à Stockholm,Los blancos Anti atacan suecos en Estocolmo,Анти-белые атаки шведов в Стокгольме,البيض هجوم مضاد السويديين في ستوكهولم
